[2021-06-09T20:42:55.198] [INFO] default - |-----------------|
[2021-06-09T20:42:55.205] [INFO] default - |ExtraServer START|
[2021-06-09T20:42:55.206] [INFO] default - |-----------------|
[2021-06-09T20:42:55.211] [INFO] default - creating server...
[2021-06-09T20:42:55.214] [INFO] default - Loading plugins...
[2021-06-09T20:42:55.233] [ERROR] default - Cloud not load plugin asdasd.json: TypeError: require(...).onStart is not a function
[2021-06-09T20:42:55.373] [ERROR] default - Cloud not load plugin chat.js: TypeError [ERR_INVALID_ARG_TYPE]: The "emitter" argument must be an instance of EventEmitter. Received type string ('connection')
[2021-06-09T20:42:55.375] [INFO] defaultRequestHandler.js - DefaultRequestHandler was made by BomberPlayz.
[2021-06-09T20:42:55.375] [INFO] default - Loaded plugin defaultRequestHandler.js
[2021-06-09T20:42:55.376] [ERROR] default - Cloud not load plugin directoryList.js: TypeError: require(...).onStart is not a function
[2021-06-09T20:42:55.378] [INFO] logDebug.js - logDebug plugin by BomberPlayz!
[2021-06-09T20:42:55.378] [INFO] default - Loaded plugin logDebug.js
[2021-06-09T20:42:55.380] [ERROR] default - Cloud not load plugin tuccc.json: SyntaxError: D:\OneDrive\Desktop\progs\ExtraServer\server_plugins\tuccc.json: Unexpected number in JSON at position 57948
[2021-06-09T20:42:55.381] [INFO] _compatibleMode.js - CopatibleMode plugin was made by BomberPLayz
[2021-06-09T20:45:11.685] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:11.767] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:11.769] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:11.890] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:11.970] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.010] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.040] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.059] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.061] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.072] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.118] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.156] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.159] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.214] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.278] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.409] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.525] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.533] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.618] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.697] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.826] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.863] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.889] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.903] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.908] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.914] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.972] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:12.985] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.027] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.088] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.120] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.212] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.447] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.592] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.739] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.812] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.813] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.820] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.897] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.924] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.941] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:13.958] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.195] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.302] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.360] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.489] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.592] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.665] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.775] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.789] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.864] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.875] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.961] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.974] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.978] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:14.998] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.070] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.119] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.309] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.329] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.376] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.385] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.449] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.520] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.556] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.669] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.807] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.813] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.861] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:15.901] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.081] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.089] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.267] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.280] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.346] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.431] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.493] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.511] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.526] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.548] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.578] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.628] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.732] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:16.808] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:17.017] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:17.018] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:17.018] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:17.021] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:17.227] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:17.316] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:17.418] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:17.663] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:17.937] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:17.969] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.070] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.081] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.111] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.123] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.149] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.299] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.353] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.484] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.628] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.629] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.688] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.846] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.983] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:18.988] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.056] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.070] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.269] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.301] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.308] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.394] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.454] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.458] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.475] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.479] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.513] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.523] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.546] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.601] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.612] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.660] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.738] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.840] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.854] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.864] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.880] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:19.881] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.028] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.175] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.221] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.241] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.341] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.356] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.363] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.409] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.438] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.440] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.565] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.566] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.583] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.585] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.610] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.656] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.725] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.768] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.796] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.956] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:20.990] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.039] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.076] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.226] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.302] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.303] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.306] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.354] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.366] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.406] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.441] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.459] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.479] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.583] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.606] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.607] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.632] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.741] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.812] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:21.932] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.008] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.044] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.099] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.129] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.230] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.284] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.328] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.329] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.475] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.490] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.614] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.710] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.735] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.773] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.822] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.838] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.950] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:22.981] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.022] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.072] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.079] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.088] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.261] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.319] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.399] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.464] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.474] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.488] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.519] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.539] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.597] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.677] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.793] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.811] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:23.990] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.074] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.140] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.410] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.451] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.483] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.564] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.566] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.572] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.600] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.602] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.691] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.730] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.736] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.765] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.933] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.934] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:24.992] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.010] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.025] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.087] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.089] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.120] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.147] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.279] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.281] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.324] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.325] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.384] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.397] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.428] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:25.489] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
